Period,Month,Shop,Category,Drink,Quantity,Net Revenue,Transactions
Current Oct-Mar,2026-01,Carlow,Coffee & more,Tea,10.0,25.0,10
Current Oct-Mar,2026-01,Carlow,Coffee & more,Toasted brown sugar,36.0,188.2,34
Current Oct-Mar,2026-01,Carlow,Coffee & more,White chocolate mocha,37.0,193.75,34
Current Oct-Mar,2026-01,Carlow,Fruit tea,Apple Soda,1.0,0.0,1
Current Oct-Mar,2026-01,Carlow,Fruit tea,Apple lemonade tea,17.0,68.43,17
Current Oct-Mar,2026-01,Carlow,Fruit tea,Mango Iced Teas,1.0,3.05,1
Current Oct-Mar,2026-01,Carlow,Fruit tea,Mango Passion Lemonade,71.0,296.57,67
Current Oct-Mar,2026-01,Carlow,Fruit tea,Strawberry Lemonade,46.0,185.92,41
Current Oct-Mar,2026-01,Carlow,Fruit tea,Strawberry Passion lemonade,9.0,29.0,8
Current Oct-Mar,2026-01,Carlow,Fruit tea,Watermelon Lemonade,40.0,160.2,36
Current Oct-Mar,2026-01,Carlow,Milk tea,Bueno Bliss Boba,52.0,281.58,45
Current Oct-Mar,2026-01,Carlow,Milk tea,Dubai Chocolate Strawberries,1.0,5.55,1
Current Oct-Mar,2026-01,Carlow,Milk tea,Honey Mango Latte,2.0,10.2,2
Current Oct-Mar,2026-01,Carlow,Milk tea,Matcha Latte,8.0,44.0,7
Current Oct-Mar,2026-01,Carlow,Milk tea,Matcha Latte (no boba),5.0,24.4,5
Current Oct-Mar,2026-01,Carlow,Milk tea,Original milk tea,89.0,476.97,71
Current Oct-Mar,2026-01,Carlow,Milk tea,Pistachio Crunch Matcha,8.0,44.2,8
Current Oct-Mar,2026-01,Carlow,Milk tea,Strawberry Sunset,40.0,208.96,38
Current Oct-Mar,2026-01,Carlow,Milk tea,Strawberry milk tea,5.0,25.55,5
Current Oct-Mar,2026-01,Carlow,Milk tea,Taro milk tea,23.0,123.69,21
Current Oct-Mar,2026-01,Carlow,Milk tea,Tiger Milk,9.0,53.1,5
Current Oct-Mar,2026-01,Carlow,Milk tea,Vanilla Matcha,103.0,574.16,93
Current Oct-Mar,2026-01,Carlow,Namo Plus,Starboy,86.0,349.0,79
Current Oct-Mar,2026-01,Carlow,Namo Plus Extras,Large,2.0,1.8,2
Current Oct-Mar,2026-01,Carlow,Smoothies,Dream,19.0,108.71,18
Current Oct-Mar,2026-01,Carlow,Smoothies,Mango Passionfruit smoothie,36.0,204.25,34
Current Oct-Mar,2026-01,Carlow,Specials,Cinema deal (mon - wed),7.0,106.53,5
Current Oct-Mar,2026-01,Carlow,Specials,Loaded Chipotle Wedges,32.0,374.2,32
Current Oct-Mar,2026-01,Carlow,Specials,Pink velvet (coffee),2.0,5.65,2
Current Oct-Mar,2026-01,Carlow,Specials,Pistachio Crunch Latte,2.0,5.75,2
Current Oct-Mar,2026-01,Carlow,Specials,Piñalada,10.0,55.15,10
Current Oct-Mar,2026-01,Carlow,Specials,Quesadilla,61.0,679.11,57
Current Oct-Mar,2026-01,Carlow,Specials,Strawberry Matcha,25.0,140.1,25
Current Oct-Mar,2026-01,Carlow,Specials,Strawberry red velvet milk t,1.0,4.14,1
Current Oct-Mar,2026-01,Carlow,Specials,White Choc Matcha,6.0,33.3,6
Current Oct-Mar,2026-01,Carlow,Specials,strawberry pinalada,3.0,17.1,3
Current Oct-Mar,2026-01,Clonmel,Acai bowls & Smoothies,Classic acai,338.0,2929.19,315
Current Oct-Mar,2026-01,Clonmel,Coffee & more,3€ Coffe,20.0,60.0,18
Current Oct-Mar,2026-01,Clonmel,Coffee & more,Americano,17.0,59.5,16
Current Oct-Mar,2026-01,Clonmel,Coffee & more,Bueno iced latte,32.0,177.79,31
Current Oct-Mar,2026-01,Clonmel,Coffee & more,Cappuccino,32.0,128.5,31
Current Oct-Mar,2026-01,Clonmel,Coffee & more,Espresso,10.0,21.88,9
Current Oct-Mar,2026-01,Clonmel,Coffee & more,Flat white,10.0,35.5,7
Current Oct-Mar,2026-01,Clonmel,Coffee & more,Hot Choc,12.0,47.0,12
Current Oct-Mar,2026-01,Clonmel,Coffee & more,Iced Americano,2.0,7.23,2
Current Oct-Mar,2026-01,Clonmel,Coffee & more,Iced Latte,2.0,9.4,2
Current Oct-Mar,2026-01,Clonmel,Coffee & more,Iced Vanilla cold cap,1.0,4.85,1
Current Oct-Mar,2026-01,Clonmel,Coffee & more,Iced caramel latte,59.0,332.5,50
Current Oct-Mar,2026-01,Clonmel,Coffee & more,Latte,37.0,133.23,35
Current Oct-Mar,2026-01,Clonmel,Coffee & more,Pistachio latte,5.0,26.95,5
Current Oct-Mar,2026-01,Clonmel,Coffee & more,Toasted brown sugar,8.0,37.65,8
Current Oct-Mar,2026-01,Clonmel,Coffee & more,White chocolate mocha,19.0,96.0,18
Current Oct-Mar,2026-01,Clonmel,Fruit tea,Apple Soda,1.0,3.86,1
Current Oct-Mar,2026-01,Clonmel,Fruit tea,Apple lemonade tea,11.0,44.29,11
Current Oct-Mar,2026-01,Clonmel,Fruit tea,Mango Iced Teas,1.0,3.78,1
Current Oct-Mar,2026-01,Clonmel,Fruit tea,Mango Passion Lemonade,28.0,117.02,24
Current Oct-Mar,2026-01,Clonmel,Fruit tea,Mango Soda,4.0,16.58,4
Current Oct-Mar,2026-01,Clonmel,Fruit tea,Strawberry Lemonade,43.0,179.36,42
Current Oct-Mar,2026-01,Clonmel,Fruit tea,Strawberry Passion lemonade,32.0,141.47,30
Current Oct-Mar,2026-01,Clonmel,Fruit tea,Watermelon Lemonade,53.0,222.3,48
Current Oct-Mar,2026-01,Clonmel,Milk tea,Bueno Bliss Boba,20.0,101.1,16
Current Oct-Mar,2026-01,Clonmel,Milk tea,Dubai Chocolate Strawberries,3.0,14.85,3
Current Oct-Mar,2026-01,Clonmel,Milk tea,Honey Mango Latte,1.0,4.65,1
Current Oct-Mar,2026-01,Clonmel,Milk tea,Matcha Latte,24.0,116.46,23
Current Oct-Mar,2026-01,Clonmel,Milk tea,Matcha Latte (no boba),24.0,126.01,21
Current Oct-Mar,2026-01,Clonmel,Milk tea,Original milk tea,32.0,172.19,30
Current Oct-Mar,2026-01,Clonmel,Milk tea,Pistachio Crunch Matcha,5.0,27.85,5
Current Oct-Mar,2026-01,Clonmel,Milk tea,Strawberry Sunset,33.0,165.65,33
Current Oct-Mar,2026-01,Clonmel,Milk tea,Strawberry milk tea,12.0,60.6,9
Current Oct-Mar,2026-01,Clonmel,Milk tea,Taro milk tea,18.0,98.6,18
Current Oct-Mar,2026-01,Clonmel,Milk tea,Tiger Milk,41.0,215.25,35
Current Oct-Mar,2026-01,Clonmel,Milk tea,Vanilla Matcha,8.0,44.1,8
Current Oct-Mar,2026-01,Clonmel,Namo Plus,Starboy,49.0,199.15,46
Current Oct-Mar,2026-01,Clonmel,Smoothies,Dream,8.0,46.9,7
Current Oct-Mar,2026-01,Clonmel,Smoothies,Mango Passionfruit smoothie,58.0,334.95,53
Current Oct-Mar,2026-01,Clonmel,Specials,Loaded Chipotle Wedges,6.0,67.46,6
Current Oct-Mar,2026-01,Clonmel,Specials,Pink velvet (coffee),1.0,0.0,1
Current Oct-Mar,2026-01,Clonmel,Specials,Pistachio Crunch Latte,2.0,11.5,2
Current Oct-Mar,2026-01,Clonmel,Specials,Piñalada,4.0,22.4,3
Current Oct-Mar,2026-01,Clonmel,Specials,Quesadilla,42.0,445.98,36
Current Oct-Mar,2026-01,Clonmel,Specials,Strawberry Matcha,34.0,182.76,29
Current Oct-Mar,2026-01,Clonmel,Specials,White Choc Matcha,15.0,76.34,13
Current Oct-Mar,2026-01,Clonmel,Specials,strawberry pinalada,6.0,32.4,5
Current Oct-Mar,2026-01,Kilkenny Mexican,Fruit tea,Strawberry Lemonade,1.0,3.74,1
Current Oct-Mar,2026-01,Kilkenny Mexican,Specials,Cinema deal (mon - wed),2.0,28.94,1
Current Oct-Mar,2026-01,Kilkenny Mexican,Specials,Loaded Chipotle Wedges,34.0,409.54,33
Current Oct-Mar,2026-01,Kilkenny Mexican,Specials,Quesadilla,45.0,485.26,42
Current Oct-Mar,2026-01,Kilkenny Plus,Acai bowls & Smoothies,Classic acai,86.0,735.12,77
Current Oct-Mar,2026-01,Kilkenny Plus,Acai bowls & Smoothies,MangoLoco,8.0,71.2,8
Current Oct-Mar,2026-01,Kilkenny Plus,Acai bowls & Smoothies,Medium Acai Bowl,65.0,518.85,52
Current Oct-Mar,2026-01,Kilkenny Plus,Acai bowls & Smoothies,Small Acai Bowl,1.0,6.0,1
Current Oct-Mar,2026-01,Kilkenny Plus,Coffee & more,Americano,8.0,23.63,7
Current Oct-Mar,2026-01,Kilkenny Plus,Coffee & more,Bueno iced latte,14.0,72.05,11
Current Oct-Mar,2026-01,Kilkenny Plus,Coffee & more,Cappuccino,16.0,63.2,15
Current Oct-Mar,2026-01,Kilkenny Plus,Coffee & more,Chai latte,1.0,4.65,1
Current Oct-Mar,2026-01,Kilkenny Plus,Coffee & more,Espresso,2.0,5.0,2
Current Oct-Mar,2026-01,Kilkenny Plus,Coffee & more,Flat white,6.0,23.1,6
Current Oct-Mar,2026-01,Kilkenny Plus,Coffee & more,Hot Choc,8.0,28.55,7
Current Oct-Mar,2026-01,Kilkenny Plus,Coffee & more,Iced Latte,1.0,5.0,1
Current Oct-Mar,2026-01,Kilkenny Plus,Coffee & more,Iced caramel latte,13.0,56.15,13
Current Oct-Mar,2026-01,Kilkenny Plus,Coffee & more,Latte,12.0,46.6,11
Current Oct-Mar,2026-01,Kilkenny Plus,Coffee & more,Toasted brown sugar,18.0,100.5,17
Current Oct-Mar,2026-01,Kilkenny Plus,Coffee & more,White chocolate mocha,3.0,12.79,3
Current Oct-Mar,2026-01,Kilkenny Plus,Fruit tea,Apple Soda,20.0,82.17,17
Current Oct-Mar,2026-01,Kilkenny Plus,Fruit tea,Apple lemonade tea,6.0,24.26,6
Current Oct-Mar,2026-01,Kilkenny Plus,Fruit tea,Mango Passion Lemonade,19.0,74.59,19
Current Oct-Mar,2026-01,Kilkenny Plus,Fruit tea,Mango Soda,2.0,7.56,2
Current Oct-Mar,2026-01,Kilkenny Plus,Fruit tea,Strawberry Lemonade,72.0,287.74,60
Current Oct-Mar,2026-01,Kilkenny Plus,Fruit tea,Strawberry Passion lemonade,29.0,123.99,23
Current Oct-Mar,2026-01,Kilkenny Plus,Fruit tea,Watermelon Lemonade,20.0,76.89,19
Current Oct-Mar,2026-01,Kilkenny Plus,Fruit tea,mango passion Fruit Tea,2.0,9.3,2
Current Oct-Mar,2026-01,Kilkenny Plus,Milk tea,Bueno Bliss Boba,23.0,119.46,23
Current Oct-Mar,2026-01,Kilkenny Plus,Milk tea,Dubai Chocolate Strawberries,1.0,4.65,1
Current Oct-Mar,2026-01,Kilkenny Plus,Milk tea,Honey Mango Latte,1.0,5.55,1
Current Oct-Mar,2026-01,Kilkenny Plus,Milk tea,Honeydew MT,1.0,3.49,1
Current Oct-Mar,2026-01,Kilkenny Plus,Milk tea,Mango Milk Tea,2.0,7.47,2
Current Oct-Mar,2026-01,Kilkenny Plus,Milk tea,Matcha Latte,9.0,33.26,9
Current Oct-Mar,2026-01,Kilkenny Plus,Milk tea,Matcha Latte (no boba),3.0,11.82,3
Current Oct-Mar,2026-01,Kilkenny Plus,Milk tea,Original milk tea,77.0,420.6,65
Current Oct-Mar,2026-01,Kilkenny Plus,Milk tea,Pistachio Crunch Matcha,6.0,35.1,5
Current Oct-Mar,2026-01,Kilkenny Plus,Milk tea,Strawberry Sunset,47.0,253.76,44
Current Oct-Mar,2026-01,Kilkenny Plus,Milk tea,Strawberry milk tea,12.0,64.2,12
Current Oct-Mar,2026-01,Kilkenny Plus,Milk tea,Taro milk tea,21.0,104.5,19
Current Oct-Mar,2026-01,Kilkenny Plus,Milk tea,Tiger Milk,49.0,246.75,44
Current Oct-Mar,2026-01,Kilkenny Plus,Milk tea,Vanilla Matcha,27.0,131.95,25
Current Oct-Mar,2026-01,Kilkenny Plus,Namo Plus,Starboy,154.0,620.87,132
Current Oct-Mar,2026-01,Kilkenny Plus,Smoothies,Dream,4.0,15.81,4
Current Oct-Mar,2026-01,Kilkenny Plus,Smoothies,Mango Passionfruit smoothie,10.0,50.31,10
